country,year,sex,age,suicides_no,population
Lithuania,2000,female,25-34,31.0,252324.0
Lithuania,2000,female,35-54,121.0,493992.0
Lithuania,2000,female,05-14,0.0,251399.0
Lithuania,2000,female,55-74,101.0,405061.0
Lithuania,2000,female,75+,36.0,124608.0
Lithuania,2000,male,15-24,131.0,252489.0
Lithuania,2000,male,25-34,221.0,249865.0
Lithuania,2000,male,35-54,595.0,451103.0
Lithuania,2000,male,05-14,6.0,262637.0
Lithuania,2000,male,55-74,324.0,276055.0
Lithuania,2000,male,75+,40.0,50557.0
Lithuania,2001,female,15-24,18.0,245848.0
Lithuania,2001,female,25-34,19.0,247712.0
Lithuania,2001,female,35-54,113.0,496684.0
Lithuania,2001,female,05-14,1.0,241864.0
Lithuania,2001,female,55-74,87.0,402028.0
Lithuania,2001,female,75+,40.0,128791.0
Lithuania,2001,male,15-24,119.0,253439.0
Lithuania,2001,male,25-34,190.0,243174.0
Lithuania,2001,male,35-54,559.0,453841.0
Lithuania,2001,male,05-14,8.0,252622.0
Lithuania,2001,male,55-74,322.0,276422.0
Lithuania,2001,male,75+,57.0,51713.0
Lithuania,2002,female,15-24,15.0,247514.0
Lithuania,2002,female,25-34,28.0,242244.0
Lithuania,2002,female,35-54,74.0,498421.0
Lithuania,2002,female,05-14,1.0,230997.0
Lithuania,2002,female,55-74,85.0,399066.0
Lithuania,2002,female,75+,39.0,135785.0
Lithuania,2002,male,15-24,156.0,255044.0
Lithuania,2002,male,25-34,204.0,237814.0
Lithuania,2002,male,35-54,613.0,456468.0
Lithuania,2002,male,05-14,4.0,240849.0
Lithuania,2002,male,55-74,285.0,275961.0
Lithuania,2002,male,75+,47.0,54325.0
Lithuania,2003,female,15-24,11.0,247710.0
Lithuania,2003,female,25-34,24.0,237053.0
Lithuania,2003,female,35-54,111.0,499080.0
Lithuania,2003,female,05-14,2.0,220424.0
Lithuania,2003,female,55-74,72.0,396850.0
Lithuania,2003,female,75+,36.0,143383.0
Lithuania,2003,male,15-24,122.0,255707.0
Lithuania,2003,male,25-34,205.0,233362.0
Lithuania,2003,male,35-54,529.0,458658.0
Lithuania,2003,male,05-14,2.0,230665.0
Lithuania,2003,male,55-74,288.0,274066.0
Lithuania,2003,male,75+,53.0,57169.0
Lithuania,2004,female,15-24,19.0,245226.0
Lithuania,2004,female,25-34,24.0,231241.0
Lithuania,2004,female,35-54,98.0,496461.0
Lithuania,2004,female,05-14,1.0,210788.0
Lithuania,2004,female,55-74,73.0,395331.0
Lithuania,2004,female,75+,41.0,150000.0
Lithuania,2004,male,15-24,115.0,254022.0
Lithuania,2004,male,25-34,193.0,227897.0
Lithuania,2004,male,35-54,491.0,457735.0
Lithuania,2004,male,05-14,6.0,221380.0
Lithuania,2004,male,55-74,271.0,272871.0
Lithuania,2004,male,75+,48.0,60017.0
Lithuania,2005,female,15-24,11.0,240386.0
Lithuania,2005,female,25-34,19.0,223982.0
Lithuania,2005,female,35-54,84.0,492082.0
Lithuania,2005,female,05-14,1.0,200467.0
Lithuania,2005,female,55-74,86.0,393282.0
Lithuania,2005,female,75+,34.0,154994.0
Lithuania,2005,male,15-24,100.0,249053.0
Lithuania,2005,male,25-34,172.0,221170.0
Lithuania,2005,male,35-54,469.0,453800.0
Lithuania,2005,male,05-14,2.0,211022.0
Lithuania,2005,male,55-74,289.0,271641.0
Lithuania,2005,male,75+,52.0,62849.0
Lithuania,2006,female,15-24,10.0,236885.0
Lithuania,2006,female,25-34,19.0,217069.0
Lithuania,2006,female,35-54,70.0,488597.0
Lithuania,2006,female,05-14,1.0,189257.0
Lithuania,2006,female,55-74,59.0,390589.0
Lithuania,2006,female,75+,37.0,159540.0
Lithuania,2006,male,15-24,97.0,244528.0
Lithuania,2006,male,25-34,96.0,214726.0
Lithuania,2006,male,35-54,366.0,450132.0
Lithuania,2006,male,05-14,5.0,199438.0
Lithuania,2006,male,55-74,238.0,269578.0
Lithuania,2006,male,75+,51.0,65428.0
Lithuania,2007,female,15-24,10.0,236177.0
Lithuania,2007,female,25-34,17.0,212154.0
Lithuania,2007,female,35-54,60.0,485943.0
Lithuania,2007,female,05-14,4.0,177982.0
Lithuania,2007,female,55-74,46.0,387684.0
Lithuania,2007,female,75+,40.0,164150.0
Lithuania,2007,male,15-24,101.0,243589.0
Lithuania,2007,male,25-34,146.0,210164.0
Lithuania,2007,male,35-54,326.0,447405.0
Lithuania,2007,male,05-14,4.0,187735.0
Lithuania,2007,male,55-74,220.0,267333.0
Lithuania,2007,male,75+,51.0,67551.0
Lithuania,2008,female,15-24,17.0,234198.0
Lithuania,2008,female,25-34,15.0,208792.0
Lithuania,2008,female,35-54,65.0,483453.0
Lithuania,2008,female,05-14,0.0,167804.0
Lithuania,2008,female,55-74,60.0,384300.0
Lithuania,2008,female,75+,36.0,168662.0
Lithuania,2008,male,15-24,114.0,242106.0
Lithuania,2008,male,25-34,155.0,207780.0
Lithuania,2008,male,35-54,401.0,444829.0
Lithuania,2008,male,05-14,2.0,177345.0
Lithuania,2008,male,55-74,190.0,264954.0
Lithuania,2008,male,75+,56.0,69533.0
Lithuania,2009,female,15-24,16.0,229147.0
Lithuania,2009,female,25-34,15.0,205781.0
Lithuania,2009,female,35-54,65.0,480247.0
Lithuania,2009,female,05-14,2.0,160188.0
Lithuania,2009,female,55-74,48.0,381948.0
Lithuania,2009,female,75+,40.0,172277.0
Lithuania,2009,male,15-24,109.0,237032.0
Lithuania,2009,male,25-34,116.0,205749.0
Lithuania,2009,male,35-54,428.0,440281.0
Lithuania,2009,male,05-14,3.0,169250.0
Lithuania,2009,male,55-74,239.0,263507.0
Lithuania,2009,male,75+,57.0,71090.0
Lithuania,2010,female,15-24,14.0,218961.0
Lithuania,2010,female,25-34,11.0,196906.0
Lithuania,2010,female,35-54,72.0,471491.0
Lithuania,2010,female,05-14,1.0,153084.0
Lithuania,2010,female,55-74,50.0,380465.0
Lithuania,2010,female,75+,41.0,175611.0
Lithuania,2010,male,15-24,93.0,227810.0
Lithuania,2010,male,25-34,110.0,198028.0
Lithuania,2010,male,35-54,357.0,430396.0
Lithuania,2010,male,05-14,1.0,161599.0
Lithuania,2010,male,55-74,219.0,262907.0
Lithuania,2010,male,75+,49.0,72479.0
Lithuania,2011,female,15-24,10.0,207726.0
Lithuania,2011,female,25-34,17.0,187312.0
Lithuania,2011,female,35-54,67.0,460566.0
Lithuania,2011,female,05-14,1.0,146411.0
Lithuania,2011,female,55-74,68.0,378929.0
Lithuania,2011,female,75+,38.0,179526.0
Lithuania,2011,male,15-24,74.0,217769.0
Lithuania,2011,male,25-34,124.0,189937.0
Lithuania,2011,male,35-54,349.0,420391.0
Lithuania,2011,male,05-14,1.0,154519.0
Lithuania,2011,male,55-74,213.0,262391.0
Lithuania,2011,male,75+,56.0,74328.0
Lithuania,2012,female,15-24,8.0,199629.0
Lithuania,2012,female,25-34,10.0,183799.0
Lithuania,2012,female,35-54,74.0,451819.0
Lithuania,2012,female,05-14,0.0,141261.0
Lithuania,2012,female,55-74,45.0,378541.0
Lithuania,2012,female,75+,37.0,183510.0
Lithuania,2012,male,15-24,64.0,209964.0
Lithuania,2012,male,25-34,117.0,187811.0
Lithuania,2012,male,35-54,321.0,413107.0
Lithuania,2012,male,05-14,3.0,149055.0
Lithuania,2012,male,55-74,195.0,263194.0
Lithuania,2012,male,75+,53.0,76080.0
Lithuania,2013,female,15-24,17.0,192772.0
Lithuania,2013,female,25-34,22.0,182444.0
Lithuania,2013,female,35-54,75.0,442140.0
Lithuania,2013,female,05-14,3.0,137471.0
Lithuania,2013,female,55-74,41.0,380096.0
Lithuania,2013,female,75+,40.0,186711.0
Lithuania,2013,male,15-24,96.0,203647.0
Lithuania,2013,male,25-34,121.0,188010.0
Lithuania,2013,male,35-54,382.0,405191.0
Lithuania,2013,male,05-14,2.0,144800.0
Lithuania,2013,male,55-74,223.0,265835.0
Lithuania,2013,male,75+,63.0,77510.0
Lithuania,2014,female,15-24,12.0,186406.0
Lithuania,2014,female,25-34,11.0,182183.0
Lithuania,2014,female,35-54,43.0,431495.0
Lithuania,2014,female,05-14,3.0,135051.0
Lithuania,2014,female,55-74,47.0,383128.0
Lithuania,2014,female,75+,45.0,189437.0
Lithuania,2014,male,15-24,88.0,197504.0
Lithuania,2014,male,25-34,94.0,189300.0
Lithuania,2014,male,35-54,309.0,396758.0
Lithuania,2014,male,05-14,2.0,141934.0
Lithuania,2014,male,55-74,204.0,269618.0
Lithuania,2014,male,75+,72.0,78763.0
Lithuania,2015,female,15-24,10.0,178882.0
Lithuania,2015,female,25-34,17.0,182926.0
Lithuania,2015,female,35-54,46.0,419841.0
Lithuania,2015,female,05-14,3.0,133506.0
Lithuania,2015,female,55-74,55.0,386892.0
Lithuania,2015,female,75+,38.0,191358.0
Lithuania,2015,male,15-24,66.0,188903.0
Lithuania,2015,male,25-34,101.0,190800.0
Lithuania,2015,male,35-54,275.0,387255.0
Lithuania,2015,male,05-14,2.0,140115.0
Lithuania,2015,male,55-74,216.0,273776.0
Lithuania,2015,male,75+,67.0,79672.0
Lithuania,2016,female,15-24,6.0,168917.0
Lithuania,2016,female,25-34,8.0,182632.0
Lithuania,2016,female,35-54,41.0,406249.0
Lithuania,2016,female,05-14,0.0,132576.0
Lithuania,2016,female,55-74,45.0,390385.0
Lithuania,2016,female,75+,29.0,193001.0
Lithuania,2016,male,15-24,41.0,177888.0
Lithuania,2016,male,25-34,96.0,191346.0
Lithuania,2016,male,35-54,266.0,376689.0
Lithuania,2016,male,05-14,4.0,139278.0
Lithuania,2016,male,55-74,212.0,277763.0
Lithuania,2016,male,75+,78.0,80426.0
Netherlands,1979,female,15-24,32.0,1185500.0
Netherlands,1979,female,25-34,90.0,1124300.0
Netherlands,1979,female,35-54,227.0,1570400.0
Netherlands,1979,female,05-14,0.0,1138000.0
Netherlands,1979,female,55-74,242.0,1232200.0
Netherlands,1979,female,75+,53.0,385100.0
Netherlands,1979,male,15-24,76.0,1234300.0
Netherlands,1979,male,25-34,146.0,1193300.0
Netherlands,1979,male,35-54,286.0,1620600.0
Netherlands,1979,male,05-14,3.0,1191200.0
Netherlands,1979,male,55-74,217.0,1040500.0
Netherlands,1979,male,75+,93.0,235800.0
Netherlands,1980,female,15-24,44.0,1202000.0
Netherlands,1980,female,25-34,92.0,1146000.0
Netherlands,1980,female,35-54,168.0,1590200.0
Netherlands,1980,female,05-14,0.0,1111300.0
Netherlands,1980,female,55-74,177.0,1246100.0
Netherlands,1980,female,75+,48.0,401000.0
Netherlands,1980,male,15-24,104.0,1253600.0
Netherlands,1980,male,25-34,181.0,1211800.0
Netherlands,1980,male,35-54,264.0,1647500.0
Netherlands,1980,male,05-14,2.0,1162800.0
Netherlands,1980,male,55-74,251.0,1051800.0
Netherlands,1980,male,75+,99.0,240600.0
Netherlands,1981,female,15-24,46.0,1213000.0
Netherlands,1981,female,25-34,94.0,1152400.0
Netherlands,1981,female,35-54,181.0,1625900.0
Netherlands,1981,female,05-14,0.0,1082700.0
Netherlands,1981,female,55-74,179.0,1258000.0
Netherlands,1981,female,75+,66.0,416600.0
Netherlands,1981,male,15-24,67.0,1266200.0
Netherlands,1981,male,25-34,181.0,1213800.0
Netherlands,1981,male,35-54,272.0,1690100.0
Netherlands,1981,male,05-14,9.0,1133100.0
Netherlands,1981,male,55-74,252.0,1062800.0
Netherlands,1981,male,75+,84.0,244500.0
Netherlands,1982,female,15-24,53.0,1217600.0
Netherlands,1982,female,25-34,105.0,1142300.0
Netherlands,1982,female,35-54,178.0,1676300.0
Netherlands,1982,female,05-14,3.0,1051500.0
Netherlands,1982,female,55-74,199.0,1268100.0
Netherlands,1982,female,75+,74.0,431600.0
Netherlands,1982,male,15-24,87.0,1270700.0
Netherlands,1982,male,25-34,164.0,1199000.0
Netherlands,1982,male,35-54,302.0,1747300.0
Netherlands,1982,male,05-14,4.0,1100600.0
Netherlands,1982,male,55-74,269.0,1073100.0
Netherlands,1982,male,75+,97.0,248300.0
Netherlands,1983,female,15-24,40.0,1220600.0
Netherlands,1983,female,25-34,108.0,1140000.0
Netherlands,1983,female,35-54,220.0,1720700.0
Netherlands,1983,female,05-14,1.0,1019700.0
Netherlands,1983,female,55-74,231.0,1277700.0
Netherlands,1983,female,75+,81.0,444800.0
Netherlands,1983,male,15-24,96.0,1272600.0
Netherlands,1983,male,25-34,205.0,1192000.0
Netherlands,1983,male,35-54,316.0,1797400.0
Netherlands,1983,male,05-14,8.0,1067100.0
Netherlands,1983,male,55-74,292.0,1083700.0
Netherlands,1983,male,75+,122.0,250700.0
Netherlands,1984,female,15-24,45.0,1223300.0
Netherlands,1984,female,25-34,116.0,1145900.0
Netherlands,1984,female,35-54,224.0,1758200.0
Netherlands,1984,female,05-14,2.0,984600.0
Netherlands,1984,female,55-74,245.0,1287100.0
Netherlands,1984,female,75+,67.0,460300.0
Netherlands,1984,male,15-24,89.0,1275000.0
Netherlands,1984,male,25-34,222.0,1193700.0
Netherlands,1984,male,35-54,377.0,1840400.0
Netherlands,1984,male,05-14,5.0,1030500.0
Netherlands,1984,male,55-74,281.0,1095100.0
Netherlands,1984,male,75+,109.0,255000.0
Netherlands,1985,female,15-24,38.0,1226200.0
Netherlands,1985,female,25-34,107.0,1156600.0
Netherlands,1985,female,35-54,197.0,1792300.0
Netherlands,1985,female,05-14,2.0,950900.0
Netherlands,1985,female,55-74,195.0,1297300.0
Netherlands,1985,female,75+,51.0,474300.0
Netherlands,1985,male,15-24,136.0,1278200.0
Netherlands,1985,male,25-34,212.0,1202800.0
Netherlands,1985,male,35-54,333.0,1877900.0
Netherlands,1985,male,05-14,5.0,995000.0
Netherlands,1985,male,55-74,256.0,1108000.0
Netherlands,1985,male,75+,106.0,258800.0
Netherlands,1986,female,15-24,44.0,1224400.0
Netherlands,1986,female,25-34,107.0,1171300.0
Netherlands,1986,female,35-54,220.0,1825100.0
Netherlands,1986,female,05-14,1.0,923700.0
Netherlands,1986,female,55-74,171.0,1308200.0
Netherlands,1986,female,75+,63.0,486100.0
Netherlands,1986,male,15-24,104.0,1276700.0
Netherlands,1986,male,25-34,185.0,1217600.0
Netherlands,1986,male,35-54,327.0,1912900.0
Netherlands,1986,male,05-14,3.0,966300.0
Netherlands,1986,male,55-74,267.0,1121600.0
Netherlands,1986,male,75+,112.0,261600.0
Netherlands,1987,female,15-24,44.0,1216200.0
Netherlands,1987,female,25-34,111.0,1186400.0
Netherlands,1987,female,35-54,210.0,1860400.0
Netherlands,1987,female,05-14,1.0,901100.0
Netherlands,1987,female,55-74,189.0,1318400.0
Netherlands,1987,female,75+,66.0,499000.0
Netherlands,1987,male,15-24,117.0,1268600.0
Netherlands,1987,male,25-34,189.0,1233700.0
Netherlands,1987,male,35-54,329.0,1950400.0
Netherlands,1987,male,05-14,3.0,942700.0
Netherlands,1987,male,55-74,246.0,1134600.0
Netherlands,1987,male,75+,111.0,265500.0
Netherlands,1988,female,15-24,29.0,1200100.0
Netherlands,1988,female,25-34,100.0,1201900.0
Netherlands,1988,female,35-54,192.0,1897600.0
Netherlands,1988,female,05-14,2.0,884200.0
Netherlands,1988,female,55-74,180.0,1325500.0
Netherlands,1988,female,75+,55.0,513300.0
Netherlands,1988,male,15-24,102.0,1250800.0
Netherlands,1988,male,25-34,202.0,1251700.0
Netherlands,1988,male,35-54,309.0,1988500.0
Netherlands,1988,male,05-14,5.0,925400.0
Netherlands,1988,male,55-74,235.0,1145800.0
Netherlands,1988,male,75+,112.0,270900.0
Netherlands,1989,female,15-24,52.0,1175200.0
Netherlands,1989,female,25-34,88.0,1218500.0
Netherlands,1989,female,35-54,196.0,1935400.0
Netherlands,1989,female,05-14,1.0,875000.0
Netherlands,1989,female,55-74,173.0,1330900.0
Netherlands,1989,female,75+,57.0,526200.0
Netherlands,1989,male,15-24,109.0,1224000.0
Netherlands,1989,male,25-34,195.0,1269800.0
Netherlands,1989,male,35-54,330.0,2026600.0
Netherlands,1989,male,05-14,3.0,916100.0
Netherlands,1989,male,55-74,236.0,1155700.0
Netherlands,1989,male,75+,80.0,275900.0
Netherlands,1990,female,15-24,41.0,1147300.0
Netherlands,1990,female,25-34,89.0,1232600.0
Netherlands,1990,female,35-54,184.0,1976000.0
Netherlands,1990,female,05-14,2.0,874200.0
Netherlands,1990,female,55-74,145.0,1338000.0
Netherlands,1990,female,75+,80.0,535700.0
Netherlands,1990,male,15-24,98.0,1195500.0
Netherlands,1990,male,25-34,204.0,1287400.0
Netherlands,1990,male,35-54,322.0,2065400.0
Netherlands,1990,male,05-14,5.0,915200.0
Netherlands,1990,male,55-74,185.0,1167900.0
Netherlands,1990,male,75+,95.0,279100.0
Netherlands,1991,female,15-24,40.0,1119900.0
Netherlands,1991,female,25-34,107.0,1245900.0
Netherlands,1991,female,35-54,190.0,2017700.0
Netherlands,1991,female,05-14,0.0,878300.0
Netherlands,1991,female,55-74,179.0,1346300.0
Netherlands,1991,female,75+,62.0,544800.0
Netherlands,1991,male,15-24,114.0,1167200.0
Netherlands,1991,male,25-34,198.0,1305600.0
Netherlands,1991,male,35-54,374.0,2106700.0
Netherlands,1991,male,05-14,3.0,918500.0
Netherlands,1991,male,55-74,225.0,1181700.0
Netherlands,1991,male,75+,119.0,282200.0
Netherlands,1992,female,15-24,41.0,1093300.0
Netherlands,1992,female,25-34,84.0,1256200.0
Netherlands,1992,female,35-54,214.0,2061000.0
Netherlands,1992,female,05-14,2.0,885700.0
Netherlands,1992,female,55-74,137.0,1355000.0
Netherlands,1992,female,75+,68.0,552700.0
Netherlands,1992,male,15-24,103.0,1138000.0
Netherlands,1992,male,25-34,208.0,1318100.0
Netherlands,1992,male,35-54,381.0,2149600.0
Netherlands,1992,male,05-14,1.0,925300.0
Netherlands,1992,male,55-74,242.0,1196700.0
Netherlands,1992,male,75+,106.0,285300.0
Netherlands,1993,female,15-24,37.0,1065900.0
Netherlands,1993,female,25-34,90.0,1265300.0
Netherlands,1993,female,35-54,195.0,2103800.0
Netherlands,1993,female,05-14,2.0,893100.0
Netherlands,1993,female,55-74,141.0,1366000.0
Netherlands,1993,female,75+,70.0,558500.0
Netherlands,1993,male,15-24,115.0,1107600.0
Netherlands,1993,male,25-34,216.0,1327900.0
Netherlands,1993,male,35-54,361.0,2191300.0
Netherlands,1993,male,05-14,3.0,933300.0
Netherlands,1993,male,55-74,239.0,1213500.0
Netherlands,1993,male,75+,86.0,287400.0
Netherlands,1994,female,15-24,42.0,1033300.0
Netherlands,1994,female,25-34,84.0,1273100.0
Netherlands,1994,female,35-54,198.0,2145300.0
Netherlands,1994,female,05-14,1.0,900700.0
Netherlands,1994,female,55-74,122.0,1379300.0
Netherlands,1994,female,75+,53.0,563200.0
Netherlands,1994,male,15-24,98.0,1072500.0
Netherlands,1994,male,25-34,216.0,1335500.0
Netherlands,1994,male,35-54,415.0,2231800.0
Netherlands,1994,male,05-14,3.0,941100.0
Netherlands,1994,male,55-74,254.0,1232600.0
Netherlands,1994,male,75+,98.0,289300.0
Netherlands,1995,female,15-24,44.0,999100.0
Netherlands,1995,female,25-34,84.0,1278100.0
Netherlands,1995,female,35-54,198.0,2185200.0
Netherlands,1995,female,05-14,1.0,908700.0
Netherlands,1995,female,55-74,127.0,1388600.0
Netherlands,1995,female,75+,57.0,573300.0
Netherlands,1995,male,15-24,95.0,1036300.0
Netherlands,1995,male,25-34,194.0,1339800.0
Netherlands,1995,male,35-54,404.0,2270500.0
Netherlands,1995,male,05-14,5.0,949500.0
Netherlands,1995,male,55-74,226.0,1249500.0
Netherlands,1995,male,75+,76.0,295400.0
Netherlands,1996,female,15-24,38.0,971700.0
Netherlands,1996,female,25-34,89.0,1277700.0
Netherlands,1996,female,35-54,195.0,2226800.0
Netherlands,1996,female,05-14,1.0,918000.0
Netherlands,1996,female,55-74,147.0,1393200.0
Netherlands,1996,female,75+,64.0,586600.0
Netherlands,1996,male,15-24,85.0,1006800.0
Netherlands,1996,male,25-34,226.0,1336900.0
Netherlands,1996,male,35-54,419.0,2308800.0
Netherlands,1996,male,05-14,4.0,959800.0
Netherlands,1996,male,55-74,207.0,1263600.0
Netherlands,1996,male,75+,102.0,303800.0
Netherlands,1997,female,15-24,42.0,949700.0
Netherlands,1997,female,25-34,87.0,1271400.0
Netherlands,1997,female,35-54,195.0,2270400.0
Netherlands,1997,female,05-14,0.0,929200.0
Netherlands,1997,female,55-74,136.0,1399300.0
Netherlands,1997,female,75+,70.0,598400.0
Netherlands,1997,male,15-24,111.0,982900.0
Netherlands,1997,male,25-34,210.0,1327000.0
Netherlands,1997,male,35-54,398.0,2348800.0
Netherlands,1997,male,05-14,11.0,971900.0
Netherlands,1997,male,55-74,206.0,1279200.0
Netherlands,1997,male,75+,106.0,311700.0
Netherlands,1998,female,15-24,21.0,934500.0
Netherlands,1998,female,25-34,78.0,1258000.0
Netherlands,1998,female,35-54,211.0,2311100.0
Netherlands,1998,female,05-14,3.0,941700.0
Netherlands,1998,female,55-74,139.0,1410200.0
Netherlands,1998,female,75+,65.0,610000.0
Netherlands,1998,male,15-24,89.0,967100.0
Netherlands,1998,male,25-34,226.0,1308900.0
Netherlands,1998,male,35-54,375.0,2387900.0
Netherlands,1998,male,05-14,6.0,984900.0
Netherlands,1998,male,55-74,205.0,1300000.0
Netherlands,1998,male,75+,101.0,320300.0
Netherlands,1999,female,15-24,41.0,927300.0
Netherlands,1999,female,25-34,80.0,1236700.0
Netherlands,1999,female,35-54,196.0,2348600.0
Netherlands,1999,female,05-14,5.0,953700.0
Netherlands,1999,female,55-74,123.0,1426700.0
Netherlands,1999,female,75+,58.0,620800.0
Netherlands,1999,male,15-24,82.0,960000.0
Netherlands,1999,male,25-34,193.0,1281700.0
Netherlands,1999,male,35-54,427.0,2424400.0
Netherlands,1999,male,05-14,7.0,997200.0
Netherlands,1999,male,55-74,218.0,1326500.0
Netherlands,1999,male,75+,89.0,328400.0
Netherlands,2000,female,15-24,18.0,927539.0
Netherlands,2000,female,25-34,67.0,1212404.0
Netherlands,2000,female,35-54,221.0,2386392.0
Netherlands,2000,female,05-14,0.0,962570.0
Netherlands,2000,female,55-74,146.0,1444755.0
Netherlands,2000,female,75+,49.0,629463.0
Netherlands,2000,male,15-24,90.0,960741.0
Netherlands,2000,male,25-34,162.0,1251135.0
Netherlands,2000,male,35-54,440.0,2462006.0
Netherlands,2000,male,05-14,5.0,1006683.0
Netherlands,2000,male,55-74,208.0,1354147.0
Netherlands,2000,male,75+,95.0,335400.0
Netherlands,2001,female,15-24,32.0,934725.0
Netherlands,2001,female,25-34,61.0,1188832.0
Netherlands,2001,female,35-54,209.0,2406952.0
Netherlands,2001,female,05-14,2.0,967153.0
Netherlands,2001,female,55-74,106.0,1478539.0
Netherlands,2001,female,75+,54.0,636833.0
Netherlands,2001,male,15-24,71.0,968251.0
Netherlands,2001,male,25-34,183.0,1222239.0
Netherlands,2001,male,35-54,452.0,2481934.0
Netherlands,2001,male,05-14,1.0,1012887.0
Netherlands,2001,male,55-74,208.0,1397177.0
Netherlands,2001,male,75+,95.0,342815.0
Netherlands,2002,female,15-24,26.0,943864.0
Netherlands,2002,female,25-34,57.0,1164180.0
Netherlands,2002,female,35-54,218.0,2409590.0
Netherlands,2002,female,05-14,2.0,969671.0
Netherlands,2002,female,55-74,148.0,1527586.0
Netherlands,2002,female,75+,56.0,642771.0
Netherlands,2002,male,15-24,80.0,978378.0
Netherlands,2002,male,25-34,179.0,1191890.0
Netherlands,2002,male,35-54,482.0,2481771.0
Netherlands,2002,male,05-14,5.0,1015880.0
Netherlands,2002,male,55-74,227.0,1454558.0
Netherlands,2002,male,75+,90.0,350179.0
Netherlands,2003,female,15-24,29.0,950780.0
Netherlands,2003,female,25-34,48.0,1137043.0
Netherlands,2003,female,35-54,193.0,2416242.0
Netherlands,2003,female,05-14,1.0,972603.0
Netherlands,2003,female,55-74,142.0,1570271.0
Netherlands,2003,female,75+,71.0,648808.0
Netherlands,2003,male,15-24,68.0,985449.0
Netherlands,2003,male,25-34,165.0,1157639.0
Netherlands,2003,male,35-54,459.0,2483688.0
Netherlands,2003,male,05-14,2.0,1018379.0
Netherlands,2003,male,55-74,246.0,1504780.0
Netherlands,2003,male,75+,78.0,357715.0
Netherlands,2004,female,15-24,25.0,955899.0
Netherlands,2004,female,25-34,42.0,1105273.0
Netherlands,2004,female,35-54,231.0,2430075.0
Netherlands,2004,female,05-14,2.0,974836.0
Netherlands,2004,female,55-74,132.0,1606894.0
Netherlands,2004,female,75+,60.0,656752.0
Netherlands,2004,male,15-24,72.0,988827.0
Netherlands,2004,male,25-34,141.0,1118373.0
Netherlands,2004,male,35-54,489.0,2492028.0
Netherlands,2004,male,05-14,7.0,1021382.0
Netherlands,2004,male,55-74,230.0,1548535.0
Netherlands,2004,male,75+,83.0,366987.0
Netherlands,2005,female,15-24,33.0,960181.0
Netherlands,2005,female,25-34,55.0,1071944.0
Netherlands,2005,female,35-54,228.0,2446316.0
Netherlands,2005,female,05-14,2.0,975331.0
Netherlands,2005,female,55-74,134.0,1639946.0
Netherlands,2005,female,75+,48.0,666329.0
Netherlands,2005,male,15-24,78.0,992090.0
Netherlands,2005,male,25-34,144.0,1078642.0
Netherlands,2005,male,35-54,503.0,2502562.0
Netherlands,2005,male,05-14,11.0,1021870.0
Netherlands,2005,male,55-74,258.0,1587471.0
Netherlands,2005,male,75+,80.0,377913.0
Netherlands,2006,female,15-24,34.0,963837.0
Netherlands,2006,female,25-34,51.0,1042374.0
Netherlands,2006,female,35-54,207.0,2458615.0
Netherlands,2006,female,05-14,3.0,974095.0
Netherlands,2006,female,55-74,141.0,1670944.0
Netherlands,2006,female,75+,43.0,676057.0
Netherlands,2006,male,15-24,91.0,996333.0
Netherlands,2006,male,25-34,143.0,1044859.0
Netherlands,2006,male,35-54,468.0,2508382.0
Netherlands,2006,male,05-14,1.0,1019999.0
Netherlands,2006,male,55-74,248.0,1623656.0
Netherlands,2006,male,75+,95.0,389546.0
Netherlands,2007,female,15-24,22.0,970052.0
Netherlands,2007,female,25-34,48.0,1017477.0
Netherlands,2007,female,35-54,171.0,2464793.0
Netherlands,2007,female,05-14,4.0,972473.0
Netherlands,2007,female,55-74,124.0,1703333.0
Netherlands,2007,female,75+,41.0,686244.0
Netherlands,2007,male,15-24,72.0,1003453.0
Netherlands,2007,male,25-34,114.0,1018680.0
Netherlands,2007,male,35-54,427.0,2508053.0
Netherlands,2007,male,05-14,5.0,1018393.0
Netherlands,2007,male,55-74,250.0,1660580.0
Netherlands,2007,male,75+,76.0,401873.0
Netherlands,2008,female,15-24,31.0,980609.0
Netherlands,2008,female,25-34,41.0,1001975.0
Netherlands,2008,female,35-54,184.0,2464321.0
Netherlands,2008,female,05-14,0.0,972276.0
Netherlands,2008,female,55-74,153.0,1737666.0
Netherlands,2008,female,75+,39.0,696023.0
Netherlands,2008,male,15-24,67.0,1014326.0
Netherlands,2008,male,25-34,119.0,1005566.0
Netherlands,2008,male,35-54,462.0,2502579.0
Netherlands,2008,male,05-14,5.0,1018474.0
Netherlands,2008,male,55-74,252.0,1698728.0
Netherlands,2008,male,75+,86.0,414420.0
Netherlands,2009,female,15-24,24.0,991956.0
Netherlands,2009,female,25-34,48.0,996321.0
Netherlands,2009,female,35-54,209.0,2458921.0
Netherlands,2009,female,05-14,2.0,971815.0
Netherlands,2009,female,55-74,131.0,1773158.0
Netherlands,2009,female,75+,48.0,705088.0
Netherlands,2009,male,15-24,77.0,1025904.0
Netherlands,2009,male,25-34,115.0,1003333.0
Netherlands,2009,male,35-54,484.0,2493610.0
Netherlands,2009,male,05-14,6.0,1017952.0
Netherlands,2009,male,55-74,290.0,1737021.0
Netherlands,2009,male,75+,96.0,427097.0
Netherlands,2010,female,15-24,26.0,1000536.0
